2023-02-14 10:56:32,144 | INFO | Tello instance was initialized. Host: '192.168.10.1'. Port: '8889'.
2023-02-14 10:56:38,162 | INFO | Send command: 'command'
2023-02-14 10:56:38,272 | INFO | Response command: 'ok'
2023-02-14 10:56:40,528 | INFO | Send command: 'mon'
2023-02-14 10:56:40,641 | INFO | Response mon: 'ok'
2023-02-14 10:56:40,657 | INFO | Send command: 'mdirection 0'
2023-02-14 10:56:40,764 | INFO | Response mdirection 0: 'ok'
2023-02-14 10:56:40,779 | INFO | Send command: 'motoron'
2023-02-14 10:56:40,887 | INFO | Response motoron: 'ok'
2023-02-14 10:56:40,902 | INFO | Send command: 'takeoff'
2023-02-14 10:56:45,539 | INFO | Send command: 'left 50'
2023-02-14 10:56:46,080 | INFO | Response left 50: 'error Not joystick'
2023-02-14 10:56:46,096 | INFO | Send command: 'left 50'
2023-02-14 10:56:46,643 | INFO | Response left 50: 'error Not joystick'
2023-02-14 10:56:46,658 | INFO | Send command: 'left 50'
2023-02-14 10:56:47,313 | INFO | Response left 50: 'error Not joystick'
2023-02-14 10:56:49,610 | INFO | Response takeoff: 'ok'
2023-02-14 10:56:50,189 | INFO | Send command: 'left 50'
2023-02-14 10:56:53,460 | INFO | Response left 50: 'error Motor stop'
2023-02-14 10:56:53,476 | INFO | Send command: 'left 50'
2023-02-14 10:56:53,694 | INFO | Response left 50: 'error Motor stop'
2023-02-14 10:56:53,709 | INFO | Send command: 'left 50'
2023-02-14 10:56:53,817 | INFO | Response left 50: 'error Motor stop'
2023-02-14 10:57:38,689 | INFO | Send command: 'mon'
2023-02-14 10:57:38,802 | INFO | Response mon: 'ok'
2023-02-14 10:57:38,816 | INFO | Send command: 'mdirection 0'
2023-02-14 10:57:38,925 | INFO | Response mdirection 0: 'ok'
2023-02-14 10:57:38,941 | INFO | Send command: 'motoron'
2023-02-14 10:57:39,052 | INFO | Response motoron: 'ok'
2023-02-14 10:57:39,053 | INFO | Send command: 'takeoff'
2023-02-14 10:57:39,159 | INFO | Response takeoff: 'error'
2023-02-14 10:57:39,175 | INFO | Send command: 'takeoff'
2023-02-14 10:57:39,285 | INFO | Response takeoff: 'error'
2023-02-14 10:57:39,301 | INFO | Send command: 'takeoff'
2023-02-14 10:57:39,410 | INFO | Response takeoff: 'error'
2023-02-14 10:57:41,001 | INFO | Send command: 'mon'
2023-02-14 10:57:41,109 | INFO | Response mon: 'ok'
2023-02-14 10:57:41,124 | INFO | Send command: 'mdirection 0'
2023-02-14 10:57:41,232 | INFO | Response mdirection 0: 'ok'
2023-02-14 10:57:41,247 | INFO | Send command: 'motoron'
2023-02-14 10:57:41,355 | INFO | Response motoron: 'ok'
2023-02-14 10:57:41,371 | INFO | Send command: 'takeoff'
2023-02-14 10:57:41,480 | INFO | Response takeoff: 'error'
2023-02-14 10:57:41,495 | INFO | Send command: 'takeoff'
2023-02-14 10:57:41,603 | INFO | Response takeoff: 'error'
2023-02-14 10:57:41,619 | INFO | Send command: 'takeoff'
2023-02-14 10:57:41,727 | INFO | Response takeoff: 'error'
2023-02-14 10:57:51,091 | INFO | Send command: 'mon'
2023-02-14 10:57:51,208 | INFO | Response mon: 'ok'
2023-02-14 10:57:51,223 | INFO | Send command: 'mdirection 0'
2023-02-14 10:57:51,332 | INFO | Response mdirection 0: 'ok'
2023-02-14 10:57:51,332 | INFO | Send command: 'motoron'
2023-02-14 10:57:51,441 | INFO | Response motoron: 'ok'
2023-02-14 10:57:51,456 | INFO | Send command: 'takeoff'
2023-02-14 10:57:51,566 | INFO | Response takeoff: 'error'
2023-02-14 10:57:51,582 | INFO | Send command: 'takeoff'
2023-02-14 10:57:51,690 | INFO | Response takeoff: 'error'
2023-02-14 10:57:51,690 | INFO | Send command: 'takeoff'
2023-02-14 10:57:51,799 | INFO | Response takeoff: 'error'
2023-02-14 10:58:27,505 | INFO | Send command: 'command'
2023-02-14 10:58:27,619 | INFO | Response command: 'ok'
2023-02-14 10:58:29,709 | INFO | Send command: 'mon'
2023-02-14 10:58:29,826 | INFO | Response mon: 'ok'
2023-02-14 10:58:29,841 | INFO | Send command: 'mdirection 0'
2023-02-14 10:58:29,950 | INFO | Response mdirection 0: 'ok'
2023-02-14 10:58:29,965 | INFO | Send command: 'motoron'
2023-02-14 10:58:30,074 | INFO | Response motoron: 'ok'
2023-02-14 10:58:30,090 | INFO | Send command: 'takeoff'
2023-02-14 10:58:32,758 | INFO | Send command: 'up 50'
2023-02-14 10:58:33,363 | INFO | Response takeoff: 'error Not joystick'
2023-02-14 10:58:33,379 | INFO | Send command: 'takeoff'
2023-02-14 10:58:33,409 | INFO | Response up 50: 'error'
2023-02-14 10:58:33,425 | INFO | Send command: 'up 50'
2023-02-14 10:58:33,972 | INFO | Response up 50: 'ok'
2023-02-14 10:58:35,888 | INFO | Response takeoff: 'ok'
2023-02-14 10:58:38,217 | INFO | Send command: 'left 50'
2023-02-14 10:58:40,395 | INFO | Response left 50: 'ok'
2023-02-14 10:58:40,863 | INFO | Send command: 'right 50'
2023-02-14 10:58:43,693 | INFO | Response right 50: 'ok'
2023-02-14 10:58:50,570 | INFO | Send command: 'land'
2023-02-14 10:58:53,635 | INFO | Response land: 'ok'
